Admission grade,Previous qualification (grade),Previous qualification,Mother's qualification,Father's qualification,Displaced,Marital status,Nacionality,Curricular units 1st sem (enrolled),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Tuition fees up to date
141.3,142.0,1,19,37,0,1,1,6,6,14.714285714285714,1
129.6,133.1,1,1,1,0,1,1,6,0,0.0,1
119.5,130.0,1,37,37,1,1,1,15,15,11.2,1
118.0,125.0,1,19,19,1,1,1,6,4,12.25,1
114.5,125.0,1,1,1,0,1,1,6,6,13.142857142857142,1
127.6,130.0,1,19,1,1,1,1,6,6,11.833333333333334,1
126.3,121.0,1,19,19,1,1,1,5,1,10.0,1
127.2,131.0,1,3,19,1,1,1,7,7,13.801428571428572,1
130.0,130.0,3,1,38,1,1,1,17,11,12.727272727272728,0
135.7,140.0,39,1,1,1,1,1,6,6,12.833333333333334,1
144.0,130.0,1,38,37,0,2,1,18,18,15.444444444444445,1
126.5,130.0,1,37,2,1,1,1,15,12,11.0,0
133.6,136.0,1,1,19,1,1,1,9,9,13.454545454545457,1
163.3,172.0,1,19,19,1,1,1,6,6,14.5,1
135.0,135.0,1,19,19,1,1,1,6,6,13.833333333333334,1
125.0,139.0,1,38,37,1,1,1,7,6,12.9,1
116.8,122.0,1,37,3,1,1,1,7,6,13.271428571428572,1
115.9,125.0,1,1,38,1,1,1,6,6,13.0,1
122.1,130.0,1,19,1,1,1,1,7,7,11.678571428571429,1
130.2,147.0,1,38,34,0,1,1,1,0,0.0,1
124.8,129.0,1,1,1,1,1,1,0,0,0.0,1
137.1,149.0,1,38,37,1,1,1,5,4,13.25,1
114.6,124.0,1,3,3,1,1,1,6,5,12.8,1
130.5,141.0,1,19,38,0,1,1,6,6,14.25,1
132.5,150.0,1,3,37,1,1,26,6,5,13.0,0
125.0,110.0,1,12,19,0,1,1,8,5,12.166666666666666,0
149.9,145.0,1,3,1,1,1,1,0,0,0.0,0
129.9,143.0,1,1,19,0,1,1,7,7,13.914285714285713,1
134.3,110.0,1,37,37,0,1,1,5,0,0.0,1
123.0,133.1,19,19,19,0,4,1,7,7,10.985714285714286,1
106.2,123.0,1,37,37,0,1,1,13,10,10.4,1
108.5,112.0,1,37,37,0,1,1,6,6,12.666666666666666,1
135.6,147.0,1,19,19,1,1,1,6,6,16.714285714285715,1
124.4,137.0,1,1,1,1,1,41,7,7,12.728571428571428,1
140.0,120.0,1,38,37,0,1,1,6,4,10.5,1
129.6,132.0,1,1,38,0,1,1,7,6,12.733333333333334,1
127.3,142.0,1,38,37,1,1,1,8,7,15.075714285714286,1
127.5,138.0,1,3,3,1,1,1,7,7,14.485714285714286,1
130.0,130.0,2,34,34,0,4,1,18,17,13.176470588235292,1
133.6,140.0,1,3,3,1,1,1,5,0,0.0,1
115.0,108.0,1,38,38,1,1,1,6,0,0.0,0
128.3,132.0,1,37,37,1,1,1,7,7,14.70625,1
125.3,100.0,1,37,37,1,2,1,5,4,11.25,1
121.0,135.0,1,12,19,0,1,1,5,0,0.0,1
123.9,122.0,1,37,1,0,1,1,7,7,12.1625,1
134.0,123.0,1,19,19,0,1,1,6,6,13.666666666666666,1
126.5,130.0,1,37,37,1,1,1,6,6,16.46153846153846,1
116.5,128.0,1,19,1,1,1,1,6,6,13.428571428571429,1
168.5,152.0,1,2,1,1,1,101,6,5,14.6,1
137.7,137.0,1,34,38,1,1,1,6,1,10.0,0
137.8,146.0,1,3,3,0,1,1,6,5,13.6,1
137.8,148.0,1,38,37,1,1,1,8,7,14.962857142857144,1
153.9,168.0,1,1,41,0,2,1,6,0,0.0,0
136.1,134.0,1,19,37,1,1,1,0,0,0.0,1
118.1,123.0,1,40,38,1,1,1,6,6,14.0,1
123.1,122.0,1,38,38,1,1,1,6,3,11.0,0
125.4,125.0,1,38,38,0,1,1,7,4,12.0,0
123.3,133.1,6,1,29,1,1,1,5,0,0.0,1
126.7,130.0,39,38,38,0,1,1,6,6,12.166666666666666,1
117.4,123.0,1,1,1,1,1,1,5,5,12.0,1
142.5,140.0,42,19,37,1,1,1,11,8,13.5,1
132.0,148.0,1,1,37,1,1,1,7,6,13.45,1
120.0,127.0,1,1,19,1,1,1,5,5,12.6,1
139.9,150.0,1,1,37,1,2,1,6,5,13.0,1
126.3,135.0,1,38,37,1,1,1,7,6,15.433333333333332,1
155.0,163.0,1,37,37,0,1,1,6,6,13.333333333333334,1
132.5,140.0,1,37,37,1,1,1,7,6,14.316666666666668,1
147.3,147.0,1,38,19,0,1,1,7,6,13.966666666666669,1
144.0,133.1,12,37,37,0,1,1,6,0,0.0,1
116.6,125.0,1,1,19,0,1,1,6,5,12.666666666666666,1
135.1,140.0,1,19,19,1,1,1,6,6,13.5,1
122.1,135.0,1,37,37,1,1,1,5,3,10.666666666666666,1
114.5,125.0,1,1,19,1,1,1,5,5,13.0,1
137.0,131.0,1,37,38,0,1,1,6,6,11.166666666666666,1
112.0,140.0,1,38,37,0,4,1,10,5,12.166666666666666,1
150.0,150.0,39,1,3,0,1,1,6,0,0.0,1
120.0,120.0,1,37,37,1,1,1,10,7,11.714285714285714,1
118.1,133.1,9,37,34,1,1,1,5,0,0.0,1
130.0,130.0,3,1,19,0,1,1,6,0,0.0,1
115.0,133.1,1,34,34,0,1,1,6,2,10.5,1
128.2,130.0,1,37,37,0,2,1,8,3,11.0,1
123.1,136.0,1,19,19,1,1,1,6,6,12.166666666666666,1
114.8,130.0,1,34,34,0,2,1,6,6,11.166666666666666,1
120.4,120.0,1,10,12,1,1,1,5,3,11.0,1
109.3,117.0,1,1,38,0,1,1,6,5,12.0,0
129.8,120.0,12,1,1,1,1,1,6,5,13.0,1
110.0,118.0,1,38,38,0,1,1,6,6,11.428571428571429,1
130.1,133.1,1,37,37,0,2,1,7,5,13.0,0
156.8,182.0,1,19,1,1,1,1,6,6,12.666666666666666,1
137.1,136.0,1,1,3,0,1,1,5,0,0.0,1
116.8,121.0,1,19,37,1,1,1,6,6,11.333333333333334,1
126.3,137.0,1,19,37,1,1,1,7,6,12.339999999999998,1
127.7,140.0,1,37,37,1,2,1,5,3,11.0,1
130.0,130.0,39,1,37,0,2,1,5,3,11.333333333333334,0
153.7,153.0,1,19,37,0,1,1,6,6,13.142857142857142,1
140.0,133.1,12,1,1,1,1,1,5,0,0.0,0
136.8,134.0,1,37,19,1,1,1,5,5,12.8,1
111.7,147.0,1,34,34,1,2,1,5,0,0.0,1
124.2,128.0,1,1,19,0,1,1,5,2,11.5,0
118.0,140.0,1,12,3,1,1,1,5,0,0.0,1
156.9,152.0,1,19,37,0,1,1,7,7,14.668,1
115.6,125.0,1,38,38,1,1,1,6,6,11.0,1
130.0,125.0,1,42,3,1,1,1,6,6,12.833333333333334,1
113.5,117.0,1,19,19,1,1,1,6,6,11.333333333333334,1
115.0,133.1,1,3,1,1,1,1,6,6,12.833333333333334,1
133.5,139.0,1,37,37,1,1,1,8,7,15.228571428571428,1
130.0,145.0,1,3,19,1,1,1,8,8,13.76125,1
115.0,115.0,1,38,37,0,1,1,7,6,11.7725,1
133.9,137.0,1,1,3,1,1,1,0,0,0.0,1
137.0,140.0,1,37,38,0,1,1,5,5,13.142857142857142,1
140.5,158.0,1,1,1,0,1,1,6,6,11.333333333333334,1
131.1,133.0,1,19,19,1,1,1,7,7,13.971428571428572,1
117.4,123.0,1,1,19,1,1,1,6,6,12.5,1
116.5,120.0,1,19,19,1,1,1,6,5,13.2,1
153.8,150.0,42,3,1,1,1,1,11,10,14.5,1
151.0,159.0,1,1,1,1,1,1,6,6,14.833333333333334,1
126.7,127.0,1,1,1,1,1,1,1,0,0.0,0
140.0,140.0,3,37,2,0,1,1,3,2,10.0,0
112.5,110.0,1,37,37,1,1,1,7,6,11.0,1
130.0,133.1,19,37,37,0,1,1,6,1,12.0,1
163.1,161.0,1,1,1,1,1,41,12,12,15.25,0
140.0,140.0,3,34,34,1,1,1,6,0,0.0,0
121.7,136.0,1,19,38,1,1,1,6,5,12.4,1
125.2,136.0,1,19,1,1,1,1,6,6,11.666666666666666,1
115.9,125.0,1,19,38,0,1,1,6,4,11.75,1
152.0,130.0,40,19,1,1,1,1,5,0,0.0,1
102.5,140.0,1,34,37,0,1,1,6,4,11.75,1
136.3,152.0,1,37,37,0,1,1,6,6,13.571428571428571,1
131.9,130.0,39,19,1,0,1,1,6,6,12.0,1
116.4,115.0,1,19,38,1,1,1,6,6,11.375,1
146.0,133.1,1,38,19,0,1,1,6,5,11.0,1
120.0,133.1,19,2,1,1,2,1,6,1,11.0,0
120.3,134.0,1,37,38,1,1,1,8,7,12.082857142857142,1
140.0,140.0,43,37,1,0,2,1,6,6,15.0,1
127.5,137.0,1,37,37,1,1,1,8,8,13.045,1
115.0,123.0,1,37,37,1,1,1,6,4,10.25,1
108.0,120.0,1,38,37,0,1,1,7,6,11.857142857142858,1
133.1,145.0,1,38,38,0,1,1,6,4,13.0,1
130.8,137.0,1,37,37,1,1,1,7,6,12.666666666666666,1
109.0,133.1,1,37,37,1,2,1,9,8,11.375,1
127.5,144.0,1,37,37,1,1,1,8,7,13.542857142857144,1
110.0,120.0,1,37,37,0,1,1,5,0,0.0,0
120.1,126.0,1,1,19,1,1,1,5,5,12.4,1
130.0,130.0,1,19,1,1,1,1,6,4,11.0,1
120.0,120.0,2,37,37,0,2,1,12,9,12.22222222222222,0
134.0,139.0,1,1,1,0,1,1,6,0,0.0,1
168.2,120.0,1,37,3,0,2,1,5,5,14.0,1
135.0,143.0,1,1,19,0,1,1,6,0,0.0,1
107.4,114.0,1,37,38,1,1,1,6,3,12.0,0
140.0,140.0,39,19,19,1,1,1,6,2,12.5,0
130.8,150.0,1,1,1,0,1,1,6,2,12.0,1
116.2,127.0,1,37,37,0,1,1,5,0,0.0,1
140.0,140.0,3,1,37,0,1,1,8,7,15.675714285714283,1
124.0,125.0,1,37,37,0,1,1,6,6,11.0,1
119.3,132.0,1,38,38,1,1,1,8,7,11.98857142857143,1
120.2,130.0,1,37,37,1,1,1,5,5,11.0,1
150.0,150.0,39,37,19,0,1,1,6,6,13.555555555555555,1
126.1,131.0,1,37,37,1,1,1,6,4,11.5,0
120.0,133.1,1,38,37,0,1,1,6,6,11.375,1
130.8,142.0,1,1,37,1,1,1,6,0,0.0,0
115.0,160.0,1,37,38,0,4,1,6,6,11.333333333333334,1
125.6,128.0,1,1,19,1,1,1,7,7,12.444285714285714,1
137.0,152.0,1,37,19,1,1,1,6,6,13.875,1
140.9,140.0,1,19,1,1,1,1,6,6,12.857142857142858,1
116.5,100.0,1,12,5,0,1,1,6,0,0.0,0
150.0,150.0,39,38,37,1,1,1,6,6,13.125,1
121.7,136.0,1,38,38,1,1,1,5,0,0.0,1
121.9,131.0,1,37,37,0,1,1,6,6,13.75,1
131.6,143.0,1,37,37,1,1,1,7,7,14.368,1
118.2,128.0,1,1,19,0,1,1,6,6,11.666666666666666,1
134.3,136.0,1,39,1,1,1,1,0,0,0.0,1
140.2,130.0,1,19,37,0,1,1,6,6,12.0,1
152.4,130.0,1,1,19,1,2,1,12,12,13.846153846153848,1
117.8,133.1,19,37,37,0,1,1,7,6,11.416666666666666,1
126.3,134.0,1,37,19,1,1,1,5,5,11.8,1
125.5,123.0,1,19,19,0,1,1,6,6,13.833333333333334,0
122.0,136.0,1,12,1,1,1,1,6,6,11.333333333333334,1
128.2,113.0,1,37,37,0,1,1,6,0,0.0,0
126.3,141.0,1,1,1,0,1,1,6,6,12.166666666666666,1
116.8,121.0,1,1,1,1,1,1,17,17,11.5,1
120.5,120.0,1,34,34,1,1,1,5,2,11.0,1
124.9,135.0,1,1,4,0,1,1,6,6,12.666666666666666,1
144.7,158.0,1,38,38,1,1,1,6,6,14.833333333333334,1
129.3,137.0,1,1,1,0,1,62,6,6,13.875,1
128.4,137.0,1,1,37,1,1,1,7,7,13.385714285714286,1
126.3,135.0,1,38,19,1,1,1,7,7,12.65,1
140.0,140.0,39,1,19,0,1,1,6,6,13.571428571428571,1
135.8,147.0,1,34,37,1,1,1,6,6,13.666666666666666,1
103.0,133.1,1,1,1,1,1,1,6,4,11.75,1
150.0,150.0,39,5,4,0,1,6,6,6,13.333333333333334,1
137.3,148.0,1,3,3,1,1,1,7,6,14.266666666666666,1
104.0,133.1,19,19,19,0,1,1,6,6,13.5,0
129.9,132.0,1,1,19,1,1,1,6,6,13.0,1
122.0,132.0,1,38,37,1,1,1,8,7,13.817142857142857,1
138.6,140.0,39,1,1,0,1,1,6,6,12.333333333333334,1
115.7,123.0,1,1,1,1,1,1,6,6,12.166666666666666,1
129.6,124.0,1,38,19,1,1,1,6,6,11.125,1
130.0,130.0,39,1,37,1,1,1,6,5,11.714285714285714,1
102.5,140.0,1,19,19,0,2,1,6,6,11.333333333333334,1
136.5,110.0,1,19,1,0,1,1,5,0,0.0,1
132.0,100.0,19,38,19,0,1,1,5,1,11.0,0
100.0,133.1,1,1,37,0,1,1,7,3,11.916666666666666,1
105.3,130.0,1,3,2,0,1,1,6,0,0.0,0
116.1,121.0,1,19,19,1,1,1,6,6,11.666666666666666,1
154.0,150.0,1,3,1,0,1,1,5,0,0.0,1
120.5,135.0,1,1,37,1,1,1,8,7,13.258571428571427,1
132.6,137.0,1,1,1,1,1,1,7,7,13.857142857142858,1
113.7,150.0,1,19,19,0,1,1,15,13,11.461538461538462,1
131.3,139.0,1,1,37,1,1,1,6,4,12.0,1
118.2,128.0,1,19,1,0,1,1,6,6,13.166666666666666,1
135.2,146.0,1,1,3,1,1,1,6,6,14.166666666666666,1
121.7,133.1,19,38,38,1,2,1,5,0,0.0,1
128.6,130.0,1,26,30,1,1,1,5,4,12.25,1
133.8,132.0,1,1,1,1,1,1,6,6,13.833333333333334,1
150.0,150.0,39,19,37,1,1,1,6,6,14.142857142857142,1
130.3,150.0,1,37,37,0,1,1,8,7,15.114285714285714,1
113.5,133.1,1,38,38,0,2,1,9,8,13.25,1
118.1,120.0,39,1,4,0,1,1,15,13,12.0,1
120.0,125.0,1,1,1,0,1,1,6,6,14.833333333333334,1
124.6,119.0,1,37,38,1,1,1,6,6,12.5,1
129.9,140.0,1,3,1,0,1,1,6,6,11.333333333333334,1
154.4,161.0,1,38,37,1,1,1,6,6,14.166666666666666,1
125.0,125.0,1,1,38,1,1,1,14,9,12.0,1
115.2,125.0,1,1,12,1,1,1,7,7,12.982857142857142,1
136.5,150.0,1,37,37,1,1,1,8,8,14.50125,1
120.0,140.0,1,19,19,1,1,1,5,3,10.0,1
124.0,129.0,1,38,19,1,1,1,8,7,14.312857142857142,1
110.2,114.0,1,19,19,1,1,1,6,5,12.2,1
136.3,141.0,1,4,3,1,1,1,8,8,12.8875,1
130.7,144.0,1,19,38,1,1,1,7,7,14.85,1
123.1,121.0,1,1,1,1,1,1,6,4,14.75,1
140.0,133.1,1,37,37,0,2,1,5,4,10.75,1
140.7,140.0,1,19,37,1,1,1,6,6,13.166666666666666,1
162.0,133.1,19,37,37,0,2,1,6,6,12.285714285714286,1
130.8,150.0,1,1,37,0,1,41,6,5,11.8,1
141.0,128.0,1,34,19,1,1,1,6,4,12.0,0
122.8,127.0,1,3,4,0,1,1,6,3,12.333333333333334,1
129.0,143.0,1,3,3,1,1,1,7,7,13.3625,1
133.1,153.0,1,34,34,1,1,1,6,6,12.166666666666666,1
130.2,120.0,1,19,38,0,1,1,6,6,11.285714285714286,1
119.1,132.0,1,37,19,1,1,24,6,5,11.6,1
147.6,130.0,3,3,3,0,1,1,5,0,0.0,1
114.5,125.0,1,1,1,0,1,1,6,6,13.625,1
149.8,155.0,1,3,19,1,1,1,6,6,13.833333333333334,1
137.2,147.0,1,1,19,0,1,1,6,6,14.5,0
123.2,133.0,1,1,37,1,1,1,6,6,13.333333333333334,1
118.2,129.0,1,1,37,1,1,1,5,4,13.25,1
123.3,132.0,1,12,12,1,1,1,6,4,11.5,1
133.6,143.0,1,38,34,1,1,1,6,5,11.4,1
132.0,150.0,1,38,38,1,1,1,5,5,12.0,1
124.2,134.0,1,1,1,1,1,1,6,6,12.833333333333334,1
129.4,135.0,3,1,38,0,1,1,6,6,12.166666666666666,1
155.8,120.0,1,37,37,0,2,1,6,6,16.11111111111111,1
107.2,110.0,1,37,37,1,1,1,6,2,10.5,1
123.6,133.0,1,37,37,0,1,1,6,6,14.142857142857142,1
137.0,109.0,1,37,37,1,1,1,6,6,12.666666666666666,1
119.0,126.0,1,1,19,1,1,1,6,0,0.0,1
124.3,100.0,12,37,37,0,1,1,9,9,13.11111111111111,1
147.0,150.0,39,3,19,1,1,1,6,6,14.166666666666666,1
163.4,148.0,1,1,3,1,1,1,6,6,11.5,1
124.5,133.1,19,3,19,0,1,1,6,6,13.714285714285714,1
131.1,137.0,1,1,3,1,1,1,5,5,13.6,1
118.1,124.0,1,38,37,1,1,1,6,3,13.0,0
141.5,160.0,1,1,38,1,1,1,5,3,10.666666666666666,1
141.0,152.0,1,1,1,1,1,1,7,7,15.135714285714286,1
129.3,137.0,1,38,19,1,1,1,8,7,12.071428571428571,1
124.4,123.0,1,19,19,1,1,1,6,6,15.666666666666666,1
135.5,133.0,1,38,38,0,1,1,6,6,12.333333333333334,1
127.0,148.0,1,1,1,1,1,1,8,7,12.84142857142857,1
124.5,147.0,1,1,1,1,1,1,8,7,12.86,1
95.0,133.1,1,37,37,0,1,1,5,4,11.75,1
147.6,149.0,1,19,19,1,1,1,6,6,13.923076923076923,1
129.4,135.0,1,1,19,1,1,1,6,6,12.833333333333334,1
145.0,141.0,6,37,1,0,1,1,21,18,14.933333333333334,1
127.5,140.0,1,1,19,0,1,1,7,0,0.0,1
150.0,150.0,39,37,37,1,1,1,5,4,14.5,1
100.0,133.1,19,37,37,0,4,1,8,5,11.832,0
170.0,156.0,1,19,38,1,1,1,0,0,0.0,1
116.3,133.1,19,38,19,0,1,1,5,0,0.0,0
110.0,110.0,39,37,1,0,1,1,6,6,12.125,1
130.0,120.0,12,37,37,0,4,1,6,5,11.4,0
140.0,140.0,42,1,19,0,1,1,7,6,13.314285714285717,1
140.0,140.0,40,5,3,0,1,1,13,8,13.5,1
130.8,139.0,1,18,18,1,1,1,8,6,12.758333333333333,0
115.0,120.0,1,1,1,0,1,1,5,2,10.5,0
120.1,132.0,1,19,19,1,1,1,6,6,13.666666666666666,1
147.9,153.0,1,38,37,0,1,1,7,7,14.652857142857142,1
130.0,133.1,1,1,37,0,1,1,3,0,0.0,1
116.4,133.1,19,37,37,0,4,1,5,0,0.0,0
100.0,133.1,1,38,37,0,2,41,10,7,13.428571428571429,1
173.3,150.0,3,2,3,1,1,1,6,6,16.857142857142858,1
95.5,110.0,1,37,37,0,2,1,6,0,0.0,0
160.0,160.0,39,38,38,1,1,1,6,6,13.571428571428571,1
112.5,133.1,19,37,37,0,2,1,6,5,13.8,1
150.0,150.0,39,38,37,1,1,1,6,6,13.428571428571429,1
128.8,133.1,10,34,37,1,1,1,5,0,0.0,1
105.9,108.0,1,34,38,0,1,1,6,4,10.75,1
110.0,133.1,1,3,1,1,4,1,6,0,0.0,1
125.4,138.0,1,1,19,1,1,1,5,4,12.25,1
170.0,170.0,39,19,19,1,1,1,6,6,15.285714285714286,1
115.2,119.0,1,1,1,1,1,1,7,7,12.725,1
119.7,133.0,1,19,1,1,1,1,6,4,11.5,1
139.8,145.0,1,12,1,1,1,1,7,7,13.685714285714283,1
140.0,140.0,39,3,3,0,1,1,0,0,0.0,1
137.7,120.0,39,37,37,1,1,1,3,3,12.333333333333334,0
119.4,125.0,1,1,19,1,1,1,6,4,13.6,1
150.2,154.0,1,37,37,0,1,1,6,6,14.5,1
120.0,160.0,1,37,37,0,2,1,7,5,10.9,1
116.8,130.0,1,19,19,0,1,1,8,7,12.685714285714283,1
110.1,116.0,1,19,19,1,1,1,6,6,13.333333333333334,1
120.0,160.0,1,1,2,0,1,1,7,7,14.142857142857142,1
131.0,120.0,1,37,19,1,4,1,6,6,12.666666666666666,1
148.5,170.0,1,37,25,0,2,1,10,8,14.625,1
116.2,126.0,1,1,1,0,1,1,5,2,11.0,0
122.7,136.0,1,1,2,1,1,1,5,5,12.6,1
125.2,133.1,1,34,34,0,1,1,6,0,0.0,1
154.4,133.1,1,38,37,0,1,1,5,0,0.0,1
134.1,125.0,1,1,1,1,1,1,5,0,0.0,1
132.8,145.0,1,1,38,1,1,1,6,2,12.0,0
141.8,140.0,1,12,1,0,1,1,5,5,14.4,1
157.9,153.0,1,1,1,0,1,1,6,6,14.833333333333334,1
127.8,140.0,1,4,3,0,1,1,6,6,14.285714285714286,1
137.8,157.0,1,38,37,0,1,1,6,6,13.833333333333334,1
175.6,163.0,1,3,4,1,1,1,0,0,0.0,1
126.8,135.0,1,37,1,1,1,1,8,7,12.61,1
111.1,110.0,1,1,37,1,1,1,6,6,12.333333333333334,0
126.9,143.0,1,37,38,1,1,1,6,5,11.0,1
100.0,133.1,1,37,1,0,1,1,5,3,12.0,1
124.9,128.0,1,38,37,0,1,1,6,6,12.5,1
134.1,125.0,1,37,37,1,1,1,17,13,11.642857142857142,1
131.1,130.0,1,3,3,0,1,1,7,7,12.12142857142857,1
128.3,131.0,1,38,1,1,1,1,8,7,12.642857142857142,1
107.1,112.0,1,19,38,1,1,1,7,7,12.142857142857142,1
144.1,143.0,1,1,1,1,1,1,6,6,13.666666666666666,1
126.9,130.0,1,19,19,1,1,1,6,6,14.0,1
111.7,118.0,1,38,37,1,1,1,6,3,11.666666666666666,1
128.0,143.0,1,1,37,0,1,1,7,7,13.055555555555555,1
118.5,116.0,1,37,19,0,1,1,5,4,13.0,1
118.8,126.0,1,38,38,1,1,1,8,7,12.785714285714286,1
123.3,128.0,1,2,19,1,1,1,6,6,14.833333333333334,1
100.0,140.0,1,1,1,0,1,41,9,3,14.333333333333334,0
128.2,133.1,1,34,34,0,4,1,5,0,0.0,1
109.1,115.0,1,1,1,1,1,1,6,0,0.0,0
137.6,144.0,1,3,3,1,1,13,5,5,15.4,1
124.7,132.0,1,12,19,1,1,1,5,0,0.0,1
132.2,136.0,1,1,38,0,1,1,6,6,13.833333333333334,1
184.4,184.4,1,2,19,0,1,22,6,6,15.0,1
126.0,141.0,1,19,19,1,1,1,8,7,15.657142857142857,1
152.1,143.0,1,3,1,1,1,1,5,4,13.333333333333334,1
120.6,123.0,1,38,37,1,1,1,6,3,11.666666666666666,0
154.1,152.0,1,19,19,0,1,1,6,6,13.333333333333334,1
110.0,110.0,2,19,19,1,2,1,6,0,0.0,1
126.4,140.0,1,3,2,1,1,1,7,7,13.884285714285712,1
126.5,130.0,1,37,37,0,1,1,6,6,12.428571428571429,1
125.2,136.0,1,38,38,1,1,1,6,6,12.285714285714286,1
127.5,110.0,39,19,37,0,1,1,6,4,12.0,0
119.0,120.0,1,1,1,1,1,105,6,6,12.0,0
120.8,132.0,1,38,19,1,1,1,5,4,10.8,1
130.8,137.0,1,19,37,0,1,1,8,8,14.4025,1
140.0,150.0,3,19,37,0,1,1,5,3,14.666666666666666,1
144.2,161.0,1,37,37,1,1,1,0,0,0.0,1
111.9,133.1,19,37,37,1,2,1,5,0,0.0,1
133.0,141.0,1,12,1,1,1,1,7,7,12.5375,1
111.0,151.0,1,1,3,0,1,1,5,2,10.0,1
120.1,133.0,1,19,19,1,1,1,7,6,12.428571428571429,1
125.9,142.0,1,38,38,0,1,1,6,0,0.0,1
100.0,133.1,6,34,34,0,1,1,6,4,12.0,1
111.5,133.1,1,37,37,0,1,1,6,3,12.333333333333334,1
126.9,130.0,1,37,37,1,1,1,6,6,13.571428571428571,1
114.6,117.0,1,38,38,1,1,1,6,4,13.25,1
153.8,172.0,1,37,37,1,1,41,6,6,14.0,1
136.3,141.0,1,2,1,1,1,1,8,7,14.1,1
126.3,138.0,1,1,3,1,1,1,6,6,14.0,1
154.0,100.0,38,37,37,1,2,1,6,5,14.2,1
117.2,120.0,1,19,1,0,1,1,6,3,12.0,1
111.5,115.0,1,3,3,1,1,1,7,4,11.96,0
118.5,130.0,1,12,19,0,1,1,6,6,12.0,1
141.7,127.0,1,1,19,1,1,1,6,6,12.666666666666666,1
127.1,132.0,1,1,38,1,1,1,6,6,12.333333333333334,1
130.0,133.1,1,37,37,0,1,1,6,3,13.0,0
110.1,116.0,1,19,1,1,1,1,6,6,12.666666666666666,1
138.3,139.0,1,3,19,1,1,1,6,6,14.666666666666666,1
132.3,147.0,1,19,38,1,1,1,5,5,13.4,1
123.9,126.0,1,1,3,1,1,1,6,0,0.0,1
137.2,133.0,1,19,1,0,1,1,6,0,0.0,1
128.4,142.0,1,19,38,1,1,1,7,7,13.3,1
115.8,133.1,1,37,37,0,2,1,5,0,0.0,0
130.3,139.0,1,1,19,1,1,1,8,8,14.15375,1
112.4,118.0,1,1,19,1,1,1,6,5,11.285714285714286,1
126.9,136.0,1,38,37,1,1,1,7,7,13.285714285714286,1
120.0,120.0,39,1,19,0,1,1,6,0,0.0,0
121.8,133.0,1,19,37,1,1,1,6,0,0.0,1
130.2,126.0,1,10,10,1,1,1,0,0,0.0,1
119.0,133.1,1,3,19,0,1,1,9,9,13.22222222222222,1
140.0,140.0,3,37,37,0,2,1,5,0,0.0,1
114.7,122.0,1,3,1,0,1,1,6,5,12.166666666666666,1
122.7,137.0,1,37,37,1,1,1,7,7,15.285714285714286,1
151.4,158.0,1,3,3,1,1,1,12,12,13.0,0
131.5,136.0,1,1,19,0,1,1,7,6,13.863333333333337,1
100.0,100.0,2,37,37,0,2,1,5,0,0.0,0
146.2,143.0,1,1,1,1,1,1,6,5,13.2,1
148.8,120.0,1,37,19,0,2,1,6,6,12.5,1
127.0,120.0,1,38,19,0,1,1,5,3,12.0,1
130.0,130.0,3,19,38,1,1,1,7,6,14.357142857142858,1
107.1,112.0,1,1,1,1,1,1,7,7,12.5,1
109.5,114.0,1,19,19,1,1,1,5,5,11.8,1
130.0,124.4,3,37,34,0,2,1,10,9,12.666666666666666,1
127.3,129.0,1,38,37,1,1,1,0,0,0.0,0
133.1,132.0,1,38,1,1,1,1,6,5,12.2,1
143.0,157.0,1,37,37,0,1,1,8,7,13.4,1
165.8,170.0,1,3,3,1,1,1,6,6,14.5,1
123.6,139.0,1,38,1,1,1,1,6,6,13.0,1
150.2,146.0,1,40,43,1,1,1,0,0,0.0,1
141.5,140.0,1,37,37,1,1,1,8,7,13.327142857142857,0
130.2,140.0,1,1,37,1,1,1,6,4,13.0,1
103.6,120.0,1,34,34,1,1,1,8,7,13.285714285714286,1
135.8,122.0,3,19,1,0,1,1,8,7,12.401428571428571,1
122.3,124.0,1,1,1,1,1,1,6,6,11.666666666666666,1
122.2,125.0,1,37,37,1,1,1,6,6,12.166666666666666,1
110.0,123.0,1,37,37,0,1,1,6,0,0.0,0
116.1,160.0,1,3,19,0,1,1,6,6,14.833333333333334,1
100.0,120.0,1,2,2,0,2,1,12,3,12.0,1
140.0,140.0,39,1,19,0,1,1,7,6,12.571428571428571,1
129.0,133.1,19,37,37,1,2,1,7,6,11.3,1
122.0,120.0,1,1,19,0,1,1,6,5,11.0,1
122.4,121.0,1,37,37,0,1,1,6,6,12.857142857142858,1
118.2,129.0,1,1,37,0,1,1,5,5,10.8,1
159.9,140.0,39,19,3,1,1,1,6,5,13.666666666666666,1
112.2,115.0,1,19,2,1,1,1,7,7,13.785714285714286,1
124.8,130.0,1,38,37,1,1,1,5,0,0.0,1
102.5,133.1,1,1,19,0,1,1,6,1,10.0,1
122.6,125.0,1,37,37,1,1,1,6,4,11.75,0
110.8,116.0,1,38,38,1,1,1,6,6,12.166666666666666,1
116.1,122.0,1,19,1,1,1,1,5,0,0.0,0
123.2,127.0,1,37,2,1,1,1,6,6,15.714285714285714,1
170.0,170.0,42,1,19,0,1,1,11,11,15.692307692307692,1
118.9,121.0,1,1,1,1,1,1,6,5,11.666666666666666,1
