Admission grade,Previous qualification (grade),Previous qualification,Mother's qualification,Father's qualification,Displaced,Marital status,Nacionality,Curricular units 1st sem (enrolled),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Tuition fees up to date,Target
134.3,142.0,1,38,37,0,1,1,5,0,0.0,1,Dropout
128.7,135.0,1,19,1,1,1,1,5,2,10.5,1,Dropout
116.1,115.0,1,3,1,1,1,1,5,5,12.5,0,Dropout
100.0,110.0,1,12,3,1,1,1,0,0,0.0,1,Dropout
130.0,140.0,1,37,37,1,2,1,10,9,12.333333333333334,1,Graduate
150.0,150.0,39,1,3,0,1,1,6,0,0.0,1,Dropout
132.0,133.0,1,1,19,0,1,1,6,5,11.142857142857142,1,Graduate
125.0,110.0,1,12,19,0,1,1,8,5,12.166666666666666,0,Dropout
116.2,126.0,1,1,1,0,1,1,5,2,11.0,0,Dropout
100.0,133.1,19,34,34,1,1,1,5,1,11.0,0,Dropout
132.9,136.0,1,38,38,1,1,1,6,4,13.25,1,Graduate
140.0,140.0,39,19,19,1,1,1,6,2,12.5,0,Dropout
100.1,160.0,1,34,34,0,1,1,10,7,12.142857142857142,0,Dropout
128.2,133.1,1,37,36,0,1,1,5,3,12.0,1,Dropout
136.1,142.0,1,34,1,1,1,1,4,0,0.0,0,Dropout
130.3,131.0,1,3,19,1,1,1,6,6,12.833333333333334,1,Graduate
142.5,110.0,1,40,1,0,1,1,7,5,12.0,0,Dropout
114.6,124.0,1,37,38,1,1,1,6,2,12.0,1,Dropout
108.5,120.0,1,37,37,0,1,1,7,0,0.0,1,Dropout
140.0,133.1,12,37,37,0,1,1,5,0,0.0,1,Dropout
120.0,133.1,1,38,37,0,1,1,6,6,11.375,1,Graduate
120.0,133.1,19,2,1,0,1,1,6,2,12.0,1,Dropout
140.0,140.0,39,37,37,0,2,1,6,1,12.0,1,Dropout
111.3,138.7,1,1,12,0,1,1,6,3,12.0,1,Dropout
131.0,131.0,1,38,1,1,1,1,6,6,12.714285714285714,1,Graduate
139.5,149.0,1,38,37,0,1,1,8,8,15.3,1,Graduate
110.0,133.1,19,38,19,0,2,1,8,2,11.5,0,Dropout
115.0,120.0,1,3,3,0,1,1,6,0,0.0,1,Dropout
154.3,133.1,1,1,19,0,4,1,7,0,0.0,1,Dropout
115.2,126.0,1,1,1,0,1,1,6,3,12.666666666666666,0,Dropout
130.6,125.0,1,19,1,1,1,1,6,6,13.5,1,Graduate
117.4,123.0,1,1,1,1,1,1,5,5,12.0,1,Graduate
150.0,150.0,2,3,37,1,1,1,5,0,0.0,0,Dropout
131.3,132.0,1,34,34,1,1,1,6,5,11.8,1,Dropout
120.4,133.0,1,34,37,0,1,1,6,2,11.5,0,Dropout
125.0,137.0,1,19,38,1,1,1,7,6,14.616666666666667,1,Graduate
142.7,150.0,1,1,1,0,1,1,6,4,11.0,1,Dropout
130.0,130.0,3,37,37,0,1,1,5,0,0.0,1,Dropout
120.8,136.0,1,37,1,1,1,1,14,7,12.192307692307692,1,Graduate
130.3,131.0,1,1,19,1,1,1,6,6,12.833333333333334,1,Graduate
119.9,130.0,1,37,37,0,1,1,5,5,12.875,1,Graduate
110.5,108.0,1,19,38,1,1,1,6,6,12.166666666666666,1,Graduate
160.0,160.0,39,38,38,1,1,1,6,6,13.428571428571429,1,Graduate
118.6,113.0,1,19,37,1,1,1,6,6,14.5,1,Graduate
112.3,113.0,1,38,38,0,1,1,7,7,12.142857142857142,1,Graduate
125.0,148.0,1,19,19,1,1,1,7,6,13.9,1,Graduate
105.8,130.0,1,19,19,0,1,1,7,3,13.766666666666666,1,Dropout
121.5,133.1,2,34,34,1,1,1,15,13,11.615384615384617,1,Dropout
134.2,138.0,1,37,38,1,1,1,6,6,15.166666666666666,1,Graduate
130.0,130.0,3,19,1,0,4,1,5,0,0.0,1,Dropout
108.7,115.0,1,19,38,0,1,1,6,5,10.8,1,Graduate
136.7,147.0,1,3,1,0,1,1,7,7,13.995714285714287,1,Graduate
119.1,132.0,1,38,38,0,1,1,6,6,13.285714285714286,1,Graduate
151.3,146.0,1,1,1,1,1,1,12,12,12.75,1,Graduate
127.4,133.0,1,38,38,0,1,1,7,7,12.714285714285714,1,Graduate
124.0,124.0,1,19,19,0,1,1,8,8,12.88625,1,Graduate
155.0,133.1,1,1,1,0,1,1,6,5,13.0,1,Graduate
114.0,121.0,1,37,38,0,1,1,5,5,12.2,1,Graduate
160.0,160.0,42,19,37,1,1,1,11,11,13.785714285714286,1,Graduate
136.5,150.0,1,37,37,1,1,1,8,8,14.50125,1,Graduate
122.3,130.0,1,1,19,0,2,1,7,6,14.35,1,Graduate
128.0,133.1,1,38,19,0,1,1,6,6,11.5,1,Graduate
156.5,154.0,1,38,38,1,1,1,6,6,11.714285714285714,1,Graduate
143.0,150.0,1,19,38,0,1,1,6,5,13.0,1,Graduate
131.9,141.0,1,19,19,1,1,1,7,7,13.56875,1,Graduate
155.1,146.0,1,3,3,1,1,1,0,0,0.0,1,Graduate
130.3,139.0,1,1,19,1,1,1,8,8,14.15375,1,Graduate
123.3,136.0,1,1,1,0,1,1,8,0,0.0,0,Dropout
117.4,110.0,1,19,38,1,1,1,6,6,13.833333333333334,1,Graduate
120.0,129.0,1,38,37,1,1,1,8,7,12.454285714285716,1,Graduate
126.7,137.0,1,1,19,1,1,1,7,0,0.0,1,Dropout
129.3,138.0,1,1,19,1,1,1,7,6,13.271666666666668,1,Graduate
98.6,133.1,1,38,19,0,1,1,6,2,11.0,1,Dropout
126.9,136.0,1,38,37,1,1,1,7,7,13.285714285714286,1,Graduate
146.7,139.0,1,19,38,1,1,1,6,6,13.333333333333334,1,Graduate
117.0,125.0,1,1,1,0,1,1,8,8,13.2575,1,Graduate
130.0,130.0,39,37,38,1,1,1,6,0,0.0,1,Dropout
125.8,137.0,1,1,38,0,1,1,6,6,12.666666666666666,0,Dropout
160.0,130.0,3,3,1,0,2,1,5,5,14.6,1,Dropout
134.2,130.0,1,9,19,1,1,1,5,0,0.0,1,Dropout
96.0,160.0,1,37,37,0,2,1,5,3,12.333333333333334,0,Dropout
125.2,136.0,1,19,1,1,1,1,6,6,11.666666666666666,1,Graduate
100.0,117.0,1,37,37,0,1,1,6,4,12.5,1,Dropout
140.0,140.0,3,37,37,0,2,1,5,0,0.0,1,Dropout
120.0,132.0,1,19,19,0,1,1,6,6,15.333333333333334,1,Graduate
134.3,147.0,1,1,1,1,1,1,8,7,14.2,1,Graduate
144.7,158.0,1,38,38,1,1,1,6,6,14.833333333333334,1,Graduate
131.9,142.0,1,19,37,1,1,1,7,7,13.642857142857142,1,Dropout
136.7,143.0,1,1,38,1,1,1,6,6,13.833333333333334,1,Dropout
129.8,135.0,1,1,1,1,1,1,6,6,11.833333333333334,1,Graduate
146.5,160.0,1,1,38,0,1,1,6,6,13.428571428571429,1,Graduate
117.8,133.1,19,37,37,0,1,1,7,6,11.416666666666666,1,Graduate
106.0,133.1,1,37,38,1,1,1,7,2,12.75,1,Dropout
116.9,106.0,1,37,19,1,1,1,6,6,11.5,1,Graduate
141.7,148.0,1,1,19,0,1,1,6,6,13.833333333333334,1,Graduate
127.7,134.0,1,1,19,1,1,1,6,6,11.714285714285714,0,Dropout
122.1,130.0,1,19,1,1,1,1,7,7,11.678571428571429,1,Graduate
153.5,150.0,1,3,3,1,1,1,6,6,15.714285714285714,1,Dropout
141.4,141.0,1,1,19,1,1,1,0,0,0.0,1,Graduate
135.8,140.0,1,19,37,1,1,1,6,6,13.0,1,Graduate
127.5,138.0,1,3,3,1,1,1,7,7,14.485714285714286,1,Graduate
100.0,133.0,1,1,1,0,1,1,8,7,11.571428571428571,1,Graduate
131.5,150.0,1,37,38,1,1,1,8,7,12.657142857142857,1,Graduate
109.3,117.0,1,37,37,0,1,1,5,2,10.0,0,Dropout
127.9,145.0,1,19,1,1,1,1,6,6,13.714285714285714,1,Graduate
140.0,140.0,3,37,37,1,1,1,14,13,13.071428571428571,1,Graduate
160.0,160.0,39,37,38,0,1,1,6,6,15.333333333333334,1,Graduate
119.8,125.0,1,4,3,0,1,1,6,5,11.571428571428571,1,Graduate
153.0,133.1,12,37,37,0,4,1,5,0,0.0,0,Dropout
125.0,139.0,1,38,37,1,1,1,7,6,12.9,1,Graduate
120.0,120.0,3,37,37,0,1,1,10,4,11.5,1,Dropout
116.9,120.0,1,3,1,1,1,1,6,6,13.5,1,Graduate
117.9,130.0,1,37,37,0,2,1,1,0,0.0,1,Dropout
135.0,150.0,1,19,19,0,1,1,8,7,11.142857142857142,1,Graduate
129.5,143.0,1,38,19,1,1,1,8,7,13.79857142857143,1,Graduate
111.3,100.0,19,38,19,0,2,1,6,6,13.333333333333334,0,Graduate
95.0,133.1,19,37,37,0,4,1,6,0,0.0,0,Dropout
131.8,133.1,1,34,34,0,2,1,15,14,11.357142857142858,1,Dropout
119.1,132.0,1,38,19,0,1,1,5,0,0.0,1,Dropout
125.4,131.0,1,38,38,1,1,1,6,6,15.692307692307692,1,Graduate
140.7,147.0,1,1,37,1,1,1,18,18,15.052631578947368,1,Graduate
131.9,141.0,1,37,37,0,1,1,10,6,11.5,1,Dropout
139.2,135.0,1,38,37,0,1,1,6,6,13.0,1,Graduate
121.8,133.0,1,37,37,0,1,1,8,8,12.93875,1,Graduate
132.9,142.0,1,37,37,0,1,1,0,0,0.0,1,Graduate
130.0,130.0,39,37,37,0,1,1,6,0,0.0,1,Dropout
130.1,133.1,1,37,37,0,2,1,7,5,13.0,0,Dropout
124.5,133.1,1,37,37,0,1,1,7,5,12.18,0,Dropout
162.3,130.0,1,19,38,0,2,1,6,3,11.333333333333334,1,Dropout
137.8,149.0,1,19,1,1,1,1,8,7,13.0,1,Graduate
119.5,130.0,1,1,1,0,1,1,5,0,0.0,0,Dropout
110.0,150.0,1,1,1,0,1,1,5,2,12.5,1,Dropout
105.0,106.0,1,1,1,0,1,1,6,5,11.0,1,Graduate
142.8,162.0,1,37,37,1,1,1,0,0,0.0,1,Dropout
128.2,120.0,1,37,37,1,2,1,5,0,0.0,1,Dropout
120.0,133.1,19,38,38,0,2,1,5,0,0.0,1,Dropout
130.0,130.0,3,37,37,0,1,1,5,0,0.0,0,Dropout
121.7,128.0,1,37,38,0,1,1,5,5,12.4,1,Graduate
116.0,124.0,1,38,19,0,1,1,6,6,15.5,1,Graduate
133.2,133.1,1,37,37,0,2,1,5,2,11.5,0,Dropout
116.7,114.0,1,37,37,0,2,1,5,4,13.333333333333334,1,Dropout
126.4,140.0,1,38,38,1,1,1,6,6,12.666666666666666,1,Graduate
120.3,122.0,1,1,19,1,1,1,5,5,12.6,1,Dropout
118.0,140.0,1,37,37,0,1,1,6,6,13.5,1,Dropout
149.5,160.0,1,37,12,1,1,1,6,6,13.0,0,Graduate
130.0,130.0,39,1,3,0,1,1,6,6,11.714285714285714,1,Graduate
126.3,141.0,1,1,1,0,1,1,6,6,12.166666666666666,1,Graduate
116.2,127.0,1,37,37,0,1,1,5,0,0.0,1,Dropout
126.0,126.0,1,37,37,0,1,1,6,0,0.0,0,Dropout
122.3,131.0,1,1,1,0,1,1,5,5,11.5,1,Graduate
131.8,130.0,39,1,1,0,1,1,7,7,12.285714285714286,1,Graduate
130.7,140.0,1,1,1,1,1,1,7,7,12.718571428571428,1,Dropout
129.5,140.0,1,19,19,1,1,1,0,0,0.0,1,Dropout
130.0,133.1,19,37,37,0,4,1,6,1,14.0,1,Dropout
114.0,120.0,1,11,11,1,1,1,5,3,11.666666666666666,1,Dropout
116.4,123.0,1,3,12,1,1,1,0,0,0.0,1,Dropout
121.7,136.0,1,38,38,1,1,1,5,0,0.0,1,Dropout
130.0,136.0,1,2,2,1,2,1,6,4,11.5,1,Dropout
120.0,120.0,1,37,37,1,1,1,10,7,11.714285714285714,1,Dropout
125.0,160.0,4,3,3,0,1,1,5,5,12.6,1,Graduate
134.1,125.0,1,37,37,1,1,1,17,13,11.642857142857142,1,Dropout
149.5,146.0,1,1,1,1,1,1,6,6,14.875,1,Graduate
140.0,140.0,39,19,38,1,1,1,6,6,12.714285714285714,1,Graduate
162.4,111.0,1,1,3,0,2,1,12,5,11.6,0,Dropout
136.6,120.0,1,2,4,0,1,1,7,5,11.94,1,Dropout
111.0,111.0,1,1,19,1,1,1,5,4,11.6,1,Dropout
105.7,106.0,1,3,1,1,1,1,6,6,13.333333333333334,1,Graduate
137.0,151.0,1,1,38,1,1,1,5,5,13.4,1,Graduate
120.0,133.1,19,34,34,0,2,1,6,0,0.0,0,Dropout
120.5,120.0,1,34,34,1,1,1,5,2,11.0,1,Dropout
118.1,120.0,39,1,4,0,1,1,15,13,12.0,1,Dropout
139.0,110.0,1,37,37,0,1,1,5,0,0.0,1,Dropout
116.3,133.1,19,38,19,0,1,1,5,0,0.0,0,Dropout
120.5,118.0,1,19,37,1,1,1,6,4,12.5,1,Dropout
134.9,139.0,1,1,19,1,1,1,6,6,13.666666666666666,1,Graduate
123.0,130.0,1,1,3,0,1,1,5,1,10.0,1,Dropout
122.9,132.0,1,38,37,0,1,1,6,6,11.5,0,Dropout
132.3,156.0,1,19,37,1,1,1,7,6,13.266666666666666,1,Graduate
131.5,143.0,1,19,38,1,1,1,7,7,12.5125,1,Graduate
128.2,133.1,9,34,34,0,2,1,5,0,0.0,1,Dropout
148.0,140.0,1,37,37,1,1,1,6,0,0.0,0,Dropout
121.5,127.0,1,2,19,0,1,1,7,6,13.483333333333334,1,Graduate
139.0,133.1,19,37,37,0,1,1,6,0,0.0,0,Dropout
113.4,120.0,1,37,37,0,1,1,5,3,13.0,1,Dropout
150.0,150.0,39,19,37,1,1,1,5,5,16.5,1,Dropout
150.0,150.0,39,38,38,1,1,1,6,6,13.8,1,Graduate
140.0,130.0,1,1,1,0,1,1,6,0,0.0,0,Dropout
140.7,141.0,1,2,1,1,1,1,5,5,12.6,1,Graduate
146.7,146.0,1,1,37,1,1,1,6,6,13.833333333333334,1,Graduate
96.0,133.1,19,34,34,0,1,1,5,0,0.0,1,Dropout
160.0,160.0,39,3,38,0,1,1,6,2,16.0,0,Dropout
130.0,130.0,39,19,3,0,1,1,5,0,0.0,0,Dropout
130.0,160.0,1,1,3,0,2,1,5,3,10.666666666666666,0,Dropout
140.0,140.0,2,37,37,1,2,1,18,18,14.5,1,Graduate
116.6,126.0,1,19,19,1,1,1,5,5,14.0,1,Graduate
120.5,118.0,1,1,19,1,1,1,5,3,13.333333333333334,1,Graduate
103.0,133.1,19,3,1,0,1,1,6,0,0.0,1,Dropout
111.9,121.0,1,1,19,1,1,1,6,5,12.0,1,Graduate
148.7,148.0,1,1,38,0,1,1,5,5,16.2,1,Graduate
120.0,133.1,12,12,12,0,1,1,13,7,10.285714285714286,1,Dropout
120.1,132.0,1,1,38,1,1,1,6,6,13.571428571428571,1,Graduate
127.8,140.0,1,4,3,0,1,1,6,6,14.285714285714286,1,Graduate
106.4,112.0,1,1,1,1,1,1,5,5,10.2,1,Graduate
100.0,100.0,1,19,19,0,1,1,8,2,10.25,1,Dropout
123.9,126.0,1,1,3,1,1,1,6,0,0.0,1,Dropout
139.5,150.0,1,3,37,0,1,1,6,6,14.833333333333334,1,Graduate
150.0,150.0,39,19,1,1,1,1,6,5,13.625,1,Graduate
139.8,144.0,1,19,19,0,2,1,7,7,12.271428571428572,1,Graduate
154.4,133.1,1,38,37,0,1,1,5,0,0.0,1,Dropout
119.0,133.1,1,3,19,0,1,1,9,9,13.22222222222222,1,Graduate
96.1,133.1,1,19,37,0,1,1,7,2,15.0,1,Dropout
130.0,130.0,3,1,2,0,1,1,0,0,0.0,0,Dropout
128.8,133.0,1,1,2,0,1,1,12,12,13.166666666666666,1,Graduate
126.8,124.0,1,38,37,0,1,1,6,5,13.833333333333334,1,Graduate
130.0,130.0,40,1,3,0,1,1,5,0,0.0,1,Dropout
110.0,110.0,3,27,37,1,1,1,12,9,12.333333333333334,1,Dropout
133.7,127.0,1,19,38,1,1,1,6,6,13.0,1,Dropout
140.0,140.0,39,19,38,0,1,1,6,3,13.25,1,Dropout
133.7,133.0,1,19,38,1,1,1,6,6,13.5,1,Graduate
137.0,109.0,1,37,37,1,1,1,6,6,12.666666666666666,1,Graduate
128.2,133.1,1,4,19,0,1,1,11,11,15.090909090909092,1,Dropout
129.2,133.0,1,1,4,1,1,1,0,0,0.0,0,Dropout
129.5,134.0,1,2,1,1,1,1,6,6,13.166666666666666,1,Graduate
129.6,125.0,1,19,19,1,1,1,6,6,12.833333333333334,1,Graduate
141.8,132.0,1,19,1,1,1,1,6,6,11.833333333333334,1,Graduate
129.8,135.0,1,3,1,1,1,1,6,5,12.8,1,Graduate
106.0,100.0,39,1,1,0,1,1,7,5,11.8,1,Dropout
121.5,125.0,1,19,1,1,1,1,5,5,15.8,1,Dropout
117.7,117.0,1,1,1,1,1,1,6,6,14.666666666666666,1,Graduate
140.0,140.0,39,19,37,1,1,1,6,4,12.5,1,Dropout
133.1,132.0,1,1,12,1,1,1,5,3,12.0,1,Dropout
119.1,132.0,1,19,1,0,1,1,6,3,12.666666666666666,1,Dropout
131.3,133.0,1,19,38,1,1,1,6,5,13.6,1,Dropout
136.7,143.0,1,1,1,1,1,1,6,6,12.5,1,Graduate
126.2,143.0,1,19,37,1,1,1,6,6,13.333333333333334,1,Graduate
109.6,133.1,1,37,37,0,1,41,6,4,12.25,1,Dropout
131.9,141.0,1,1,19,1,1,1,7,7,15.101428571428572,1,Graduate
140.7,140.0,1,19,37,1,1,1,6,6,13.166666666666666,1,Graduate
120.7,134.0,1,3,19,1,1,1,6,4,11.0,1,Dropout
113.8,118.0,1,3,19,1,1,1,5,3,11.666666666666666,1,Graduate
112.4,119.0,1,34,34,1,1,1,7,7,11.571428571428571,1,Dropout
142.7,143.0,1,3,37,1,1,1,0,0,0.0,1,Dropout
125.5,123.0,1,19,19,0,1,1,6,6,13.833333333333334,0,Graduate
107.8,108.0,1,19,1,1,1,1,7,6,12.357142857142858,1,Graduate
110.4,117.0,1,38,19,1,1,1,6,6,12.166666666666666,0,Dropout
138.3,170.0,1,37,37,0,1,1,10,9,12.416666666666666,1,Graduate
142.3,157.0,1,3,38,0,1,1,5,4,12.75,1,Graduate
145.0,141.0,6,37,1,0,1,1,21,18,14.933333333333334,1,Graduate
125.7,125.0,1,3,19,1,1,1,6,6,13.0,1,Graduate
128.7,143.0,1,38,38,1,2,1,7,7,14.455000000000002,1,Graduate
128.0,142.0,1,1,19,0,1,1,6,6,14.0,1,Graduate
146.5,150.0,1,19,38,1,1,1,6,6,13.5,1,Graduate
106.1,112.0,1,37,37,1,1,1,6,0,0.0,0,Dropout
118.0,133.1,1,19,1,0,1,1,6,6,11.666666666666666,1,Graduate
117.0,125.0,1,1,37,1,1,1,5,4,12.0,1,Graduate
115.4,121.0,1,38,37,1,1,1,6,6,11.714285714285714,1,Graduate
117.0,133.1,1,41,1,1,1,1,6,6,12.666666666666666,1,Graduate
127.0,135.0,1,37,37,0,1,1,6,0,0.0,1,Dropout
118.0,132.0,1,19,38,1,1,1,8,7,12.328571428571427,1,Graduate
118.0,133.1,19,37,37,0,5,1,7,6,11.666666666666666,1,Dropout
126.4,135.0,1,1,38,1,1,1,12,12,13.25,1,Graduate
124.4,133.0,1,38,37,1,1,1,7,7,13.3,1,Graduate
129.4,135.0,1,1,19,1,1,1,6,6,12.833333333333334,1,Graduate
141.7,140.0,39,1,1,0,1,1,6,6,12.833333333333334,1,Graduate
132.1,144.0,1,1,19,1,1,1,5,3,12.666666666666666,1,Graduate
116.8,122.0,1,37,3,1,1,1,7,6,13.271428571428572,1,Graduate
135.0,143.0,1,19,37,0,1,1,5,5,12.4,1,Graduate
116.0,124.0,1,19,1,1,1,1,6,0,0.0,1,Dropout
155.0,156.0,1,3,3,0,1,1,6,6,14.285714285714286,1,Graduate
127.0,142.0,1,38,38,1,1,1,5,3,12.333333333333334,1,Graduate
130.8,142.0,1,38,37,1,1,1,7,6,12.583333333333334,1,Graduate
121.8,126.0,1,12,37,1,1,1,7,6,13.731666666666667,1,Dropout
148.5,170.0,1,37,25,0,2,1,10,8,14.625,1,Dropout
109.8,130.0,1,34,34,1,1,1,3,0,0.0,0,Dropout
119.7,133.0,1,19,19,1,1,41,6,6,12.666666666666666,1,Graduate
122.0,122.0,1,3,3,1,1,1,8,6,12.491666666666667,1,Graduate
147.5,138.0,1,1,3,1,1,1,12,12,13.666666666666666,1,Graduate
150.8,163.0,1,37,37,1,1,14,6,6,16.0,1,Graduate
150.0,150.0,39,19,37,1,1,1,6,6,14.142857142857142,1,Graduate
131.5,133.1,19,19,19,0,1,1,6,6,11.833333333333334,1,Graduate
127.2,144.0,1,1,1,1,1,1,6,6,12.666666666666666,1,Graduate
111.0,118.0,1,38,19,1,1,1,6,6,12.5,1,Graduate
119.9,101.0,1,37,19,1,1,24,11,9,10.88888888888889,0,Graduate
133.7,133.0,1,19,38,1,1,1,6,1,13.0,1,Dropout
140.0,133.1,1,1,19,1,1,1,6,6,15.166666666666666,1,Graduate
113.9,124.0,1,19,19,1,1,1,6,6,12.666666666666666,1,Graduate
120.7,127.0,1,37,38,1,1,1,0,0,0.0,1,Dropout
121.8,110.0,1,37,37,0,1,1,5,0,0.0,0,Dropout
117.7,110.0,1,19,2,1,1,1,0,0,0.0,1,Graduate
110.0,160.0,1,37,37,0,2,1,5,2,11.0,1,Dropout
134.4,120.0,1,1,1,0,1,1,6,6,15.714285714285714,1,Dropout
125.3,133.1,1,34,34,0,1,1,15,11,10.818181818181818,1,Dropout
119.1,132.0,1,19,38,0,1,1,5,1,12.0,0,Dropout
146.0,130.0,1,19,38,0,5,1,6,5,12.6,1,Graduate
122.0,129.0,1,19,1,1,1,1,5,5,11.6,1,Graduate
118.1,130.0,1,19,1,1,1,1,5,1,10.0,0,Dropout
105.2,140.0,1,38,37,0,1,1,6,1,14.0,1,Dropout
123.3,131.0,1,19,37,1,1,1,5,5,12.6,1,Dropout
124.8,129.0,1,1,1,1,1,1,0,0,0.0,1,Dropout
149.4,133.1,19,19,37,0,1,1,5,2,11.333333333333334,0,Dropout
108.5,112.0,1,37,37,0,1,1,6,6,12.666666666666666,1,Graduate
101.0,133.1,1,38,38,0,1,1,7,5,12.87857142857143,1,Graduate
112.9,123.0,1,3,1,0,1,1,5,0,0.0,1,Dropout
134.1,125.0,1,1,1,1,1,1,5,0,0.0,1,Dropout
101.6,133.1,1,37,37,0,1,1,5,0,0.0,1,Dropout
111.9,121.0,1,37,38,1,1,1,6,6,14.166666666666666,1,Graduate
118.4,148.0,1,1,19,1,1,1,5,5,13.4,1,Dropout
127.1,139.0,1,38,1,1,1,1,5,5,11.2,1,Graduate
120.5,125.0,1,37,37,1,1,1,0,0,0.0,1,Graduate
136.1,128.0,1,1,1,1,1,1,6,6,12.666666666666666,0,Dropout
124.0,132.0,1,1,19,1,1,1,5,3,12.333333333333334,1,Dropout
141.6,137.0,1,38,38,0,1,1,5,4,12.25,1,Graduate
160.0,160.0,39,19,38,1,1,1,0,0,0.0,1,Dropout
110.0,120.0,1,1,19,0,1,1,5,3,10.75,1,Dropout
100.0,134.0,1,37,37,1,1,1,7,0,0.0,1,Dropout
120.0,133.1,12,37,1,0,1,1,6,0,0.0,0,Dropout
140.0,140.0,39,4,4,1,1,1,5,2,11.5,1,Dropout
124.3,140.0,1,37,37,1,1,1,0,0,0.0,1,Graduate
118.9,122.0,1,1,38,0,1,1,5,2,10.5,1,Dropout
130.2,141.0,1,19,37,0,1,1,6,6,13.5,1,Dropout
140.0,140.0,3,37,37,0,5,1,6,1,10.0,0,Dropout
130.0,133.1,12,19,1,0,1,1,6,0,0.0,1,Dropout
130.4,137.0,1,1,1,1,1,1,5,1,12.0,1,Dropout
116.1,122.0,1,1,1,1,1,1,5,4,12.25,1,Dropout
130.0,130.0,39,1,1,0,1,1,10,5,11.4,1,Dropout
124.3,140.0,1,37,37,1,1,1,5,0,0.0,0,Dropout
125.0,125.0,1,38,1,1,1,1,6,4,14.25,1,Graduate
110.0,110.0,2,19,38,0,1,1,12,11,14.454545454545457,1,Graduate
115.0,133.1,1,38,38,0,1,1,12,12,14.538461538461538,1,Graduate
129.6,132.0,1,1,38,0,1,1,7,6,12.733333333333334,1,Graduate
128.8,122.0,1,38,38,1,1,1,12,5,13.2,1,Dropout
144.2,155.0,1,4,3,1,1,1,0,0,0.0,1,Graduate
134.0,120.0,1,37,37,0,2,1,6,6,12.333333333333334,1,Dropout
112.0,129.0,1,19,1,0,1,1,9,5,11.2,1,Dropout
128.8,144.0,1,38,37,1,1,1,7,6,13.2,1,Graduate
123.2,133.0,1,3,1,1,1,1,5,5,13.6,1,Graduate
118.4,131.0,1,37,37,0,1,1,5,0,0.0,1,Dropout
116.2,133.1,1,3,1,0,1,1,6,5,12.857142857142858,1,Dropout
113.5,118.0,1,19,38,1,1,1,6,5,13.5,1,Graduate
134.8,133.1,1,12,1,1,1,1,6,0,0.0,1,Dropout
149.9,145.0,1,3,1,1,1,1,0,0,0.0,0,Graduate
119.8,125.0,1,1,1,1,1,1,8,8,12.82875,1,Graduate
125.0,125.0,1,39,3,1,1,1,5,0,0.0,1,Graduate
135.1,148.0,1,1,19,1,1,1,7,0,0.0,1,Dropout
138.3,139.0,1,3,19,1,1,1,6,6,14.666666666666666,1,Graduate
122.5,130.0,1,38,38,1,1,1,8,7,13.937142857142858,1,Graduate
148.0,148.0,1,3,1,1,1,1,12,10,14.7,1,Graduate
126.2,130.0,1,1,1,1,1,1,6,6,11.666666666666666,1,Graduate
129.8,134.0,6,37,37,1,1,1,7,6,14.85,1,Graduate
104.0,133.1,19,19,37,0,1,1,5,1,12.0,1,Dropout
126.7,137.0,1,3,1,1,1,1,7,7,13.6875,1,Dropout
120.0,130.0,1,37,37,0,1,1,6,5,12.4,1,Graduate
124.6,137.0,1,1,3,0,1,1,7,7,13.398,1,Graduate
127.3,140.0,1,38,37,0,1,1,5,0,0.0,1,Dropout
122.0,150.0,1,37,37,1,1,1,15,13,11.76923076923077,1,Graduate
125.1,130.0,3,1,1,0,1,1,6,0,0.0,0,Dropout
110.0,133.1,1,19,38,1,1,1,6,6,13.285714285714286,1,Graduate
129.8,134.0,1,1,19,0,1,1,6,6,11.666666666666666,1,Graduate
114.9,125.0,1,19,38,0,1,1,6,6,11.5,1,Graduate
125.6,141.0,1,37,38,1,1,1,7,6,13.081666666666669,1,Graduate
125.1,138.0,1,38,37,1,1,1,6,6,12.666666666666666,1,Graduate
115.7,116.0,1,37,1,1,1,1,6,3,11.333333333333334,0,Dropout
127.2,131.0,1,1,1,1,1,1,6,6,13.166666666666666,1,Dropout
140.0,140.0,39,1,19,0,1,1,6,0,0.0,1,Dropout
140.0,140.0,39,1,1,1,1,1,6,5,11.666666666666666,1,Graduate
120.4,127.0,1,1,38,1,1,1,6,6,13.5,1,Graduate
100.0,133.1,19,37,37,1,1,1,6,0,0.0,0,Dropout
113.5,117.0,1,1,19,1,1,1,6,6,13.166666666666666,1,Graduate
132.1,150.0,1,37,37,1,1,1,5,4,12.5,1,Dropout
160.0,160.0,39,3,1,1,1,1,6,6,13.375,0,Graduate
126.3,128.0,1,19,2,1,1,1,6,6,13.166666666666666,1,Graduate
125.8,135.0,1,3,3,1,1,1,8,7,13.154285714285717,1,Graduate
142.2,139.0,1,1,38,1,1,1,6,6,12.833333333333334,1,Graduate
119.4,125.0,1,1,19,1,1,1,7,7,12.142857142857142,1,Graduate
120.0,120.0,40,37,19,0,1,1,10,4,13.0,1,Dropout
148.6,130.0,1,1,1,1,1,41,0,0,0.0,1,Dropout
108.7,116.0,1,38,38,1,1,1,6,5,11.0,1,Dropout
124.6,140.0,1,1,44,1,1,1,9,3,13.333333333333334,0,Dropout
131.0,134.0,1,19,19,1,1,1,7,7,14.594444444444443,1,Graduate
